sequence_id	sequence_sha256	terminated_by_eos	hit_generation_cap	stop_reason	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	qc_pass	qc_reasons
vae_candidate_000751	0d68fb1f26fb375840030619551f964ac7d6a6d56d28f8fa587e33ffeceb1018	false	true	length_cap	180	True	False	True	False	True	0.023368321555912862	0.06381829728796119	False	True	False	[]	True	False	[]	True	generation_cap_warning
vae_candidate_000752	42936568904618a2afe4a492218db9309b49e9a7f33fccbc790818cfdeee5008	true	false	eos	93	True	False	False	False	True	0.020752811562350797	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000753	3dcf7eb0ec6e2127dcae3b37123fa7ad143c0aa77c8e36c6e03c48a15dce3477	true	false	eos	127	True	False	False	False	True	0.05590193813609587	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000754	a0a7295dde68b901b947eaca6a878bc8be7fe4bf7d06ea9c6362ccc87efb2bae	true	false	eos	103	True	False	False	False	True	0.07244488044054645	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000755	2268a7d3d134ab904a47842a41d98f6b454e4fceffc36e0f608005be697d1a2d	true	false	eos	123	True	False	False	False	True	0.027632188132339877	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000756	45cd32971a84a65b61a2f0470d161679bb02012394958f6422b09631d4f228bb	true	false	eos	159	True	False	False	False	True	0.012763051595906998	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000757	a1692938fd0a89782da4a983a9b2204795f49075c7af6b2d9d04a2cd9ea05b47	true	false	eos	124	True	False	False	False	True	0.02629668953373072	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000758	c2bf1c3df58082f2902415428e895f788b52c541f8d19b6a203b6dfe8e8efc9d	true	false	eos	96	True	False	False	False	True	0.05660094365031276	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000759	155b8aa2c29b7b40ffc7cfd976e1d3c07ed2dfb3122b250690491cd06c41c1f9	true	false	eos	91	True	False	False	False	True	0.06502848790223004	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000760	cbf5cec3a5bbef82c4929a1d5257f1b7d29ae68233e7f494c7d72357258df5e0	true	false	eos	144	True	False	False	False	True	0.06011391702884483	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000761	776c69ca9157302bfa1012cdeb92a3452833f29a4cdcba93a7760fdb5cbf6ba0	true	false	eos	96	True	False	False	False	True	0.08295487905170307	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000762	ec2f54b36e4a1df36de69a34402e5925d468d345ea48e54e014619e15ae7c443	true	false	eos	116	True	False	False	False	True	0.07464294510801052	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000763	0f756f70a3439d23f91b8a31f4b1dd1ba63299f62c0afed8ad9bc4aa55e074d3	true	false	eos	149	True	False	False	False	True	0.02497699776704989	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000764	5796920198068937986aed525a93b9227a45b8abf3dc33f2b008a800c5c9f22c	true	false	eos	164	True	False	False	False	True	0.019086859318413037	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000765	a375f8567dde6cb540baf643ac4031b5a1f8fb10c29634ba36c9e40777d8a156	true	false	eos	139	True	False	False	False	True	0.018970761193948395	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000766	ba41a924ce5509103a1ef2c2b21082433c1692cce1732672e7a4b1bbd96b4d4c	true	false	eos	105	True	False	False	False	True	0.05341891417880848	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000767	b0cd76755224a357964ac3b477179e7822245e43881cfb7f9c5faf655e5cdc41	true	false	eos	115	True	False	False	False	True	0.025527233236929334	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000768	1a108f473a3011d7b538b4ff90895286fb3efe6b5e0d73b53e16f1f146060b5b	true	false	eos	74	True	False	False	False	True	0.05222220381698301	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000769	62b51ba4c37b9b4440958828679c9923be9c36859f53cfcd5acd49a9ddaa514b	true	false	eos	108	True	False	False	False	True	0.070618815709842	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000770	31db7db6d5709aba0982d4dc48c7d0b8cb9a421d87b0e2c45cf74d273d2d859f	true	false	eos	71	True	False	False	False	True	0.10203867524778744	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000771	e8c2991d237c408dff12163719380705eb7d82e82f0ef877ef5f40032ce6d1be	true	false	eos	138	True	False	False	False	True	0.054653404762592006	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000772	613efa5fbe19638ebf41534ce5fb3595a8c485cd5544dee03a766612aafc303c	true	false	eos	98	True	False	False	False	True	0.01649195960905487	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000773	01c52097b021df25b3a4f7828a1296859cac767f1567194db0d9e417a66e2771	true	false	eos	140	True	False	False	False	True	0.03730114923856572	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000774	8befc0863f8a7fd559d8ff334ff2f388cfb54b3ab7fb6b288bd252bef8530aea	true	false	eos	62	True	False	False	False	True	0.05157734515764617	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000775	41650ce65b849aee82019314a93a899ba1a2a9d2a82f8495f790e6a8a8280265	true	false	eos	74	True	False	False	False	True	0.030344910802905606	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000776	81849296635926efefca4a0292c412ab7290b506ad90fe6153836958a56a1d53	true	false	eos	136	True	False	False	False	True	0.07198511755468252	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000777	9edef0b829b9e263d9ff94c8ffa3aa38b5fed56cc768c084cf8f9c47785511e5	true	false	eos	97	True	False	False	False	True	0.03493708119558552	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000778	03d886fe2f8f51e82ddd2904008fd3427cea8f60baeacaeaa1de2814adbfd2c4	true	false	eos	170	True	False	False	False	True	0.0429477244244123	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000779	cf302f24d7888728cef2786b7072bf540a802f6e05570a44c22e338c17cf0806	true	false	eos	120	True	False	False	False	True	0.033877438014869365	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000780	208eaad59261e36f4a364f17d161710de4fc052ef77f34bdf4a2d9aebb851ed8	true	false	eos	89	True	False	False	False	True	0.013712516739777497	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000781	e9fa0318e74624e17cc33e0650e80cceeb4d463ff30d5e676858039a87c0c445	true	false	eos	82	True	False	False	False	True	0.05300026028991242	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000782	f5550bed79d2acbc77667248d8428d10b9184821532126fd880a1988f07ab7dd	true	false	eos	164	True	False	False	False	True	0.05719014408872195	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000783	f7b5aae136ef7ed15c4612bbd17f01e099012820ddf06f45902dd88b58813290	true	false	eos	82	True	False	False	False	True	0.08397016823332332	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000784	42960a51d6f3885a7606d8e27adc9d29331bfcfa0d1118e08e6e79f557b1222f	true	false	eos	134	True	False	False	False	True	0.026694117279577063	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000785	061f17e71020fe18cc3d974d91ecf87c546d35143d716e150c6d54984058ce91	true	false	eos	115	True	False	False	False	True	0.03187729391042437	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000786	5ede66baca90c2178340724c5ccc12591267e24d1dcc301c0393d88bb46473c8	true	false	eos	106	True	False	False	False	True	0.023177864048820877	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000787	dd09341c50229b5c5cfb6e817d149682299d0412fdbdc3dba34a17404f352087	true	false	eos	90	True	False	False	False	True	0.06469555943846927	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000788	2cde0ae0d9d2a723bbaa88b3d0ea0bc61753b3d6e4a3c005cb50dac2a69f6713	true	false	eos	82	True	False	False	False	True	0.04068329441985187	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000789	c244d747fb8edd1e2ab4921ac8a669214f58d84e9e99c0a73bf88c5662aa3797	true	false	eos	115	True	False	False	False	True	0.08010628700509628	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000790	36738065c0ec4a7a14935038310e532f58ff5e66f3e35930e916a56e7e0b3405	true	false	eos	105	True	False	False	False	True	0.02742901832801918	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000791	03e78ac6c70a103cadb77b41774274300b4446698ba335ff4474563ffa4f33a3	true	false	eos	99	True	False	False	False	True	0.05859052045459011	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000792	599e2491a28b8851b691ca16d6c1447da868526b06711c4b2ef3e7cf4c02fa6e	true	false	eos	74	True	False	False	False	True	0.02453905348850779	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000793	e24010cbbe18ad847364a8637a7ea4219a6f2fbaff528ddafcc092cf9dc8e74f	true	false	eos	71	True	False	False	False	True	0.01818228313210559	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000794	a9b2bd80326e29028f39193277ccb12ba0425d436a2844f08a96a315a333ad96	true	false	eos	100	True	False	False	False	True	0.023675397078041317	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000795	1b198d40da7b72028a9a89b6ebf91d4b5866ec9db84504d6910819d97b6ec38a	true	false	eos	102	True	False	False	False	True	0.05241161015775431	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000796	b8c4df59d6c0e1ce05bad8949e27516dc8829dc6884abd59e09d257d42a9c805	true	false	eos	120	True	False	False	False	True	0.044616209936811216	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000797	0541ab6e0e646e0f49be1be68a7f6881ef364cff5b3cb3488a97dccdb1bd536d	true	false	eos	107	True	False	False	False	True	0.020761612296750994	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000798	a81fd50301b616e842577855ffeb13865569532b879ca7484a31ecf8a9d4682a	true	false	eos	95	True	False	False	False	True	0.046027928834404166	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000799	4ea3f0c01e9a8baf434fe07038ca70839828b6d2da3c87521e158a996ed0f8d2	true	false	eos	91	True	False	False	False	True	0.03256981387993875	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000800	a9b9a288b8b967e3164ac2eba2509064b5ddf348b7ee5a70d3ffc0736750ac27	true	false	eos	73	True	False	False	False	True	0.04141463853710031	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000801	a5290b3e44a43da3e71b419594f5d4aa28d82bc0f56c871befe6c7d2d4b0bd7d	true	false	eos	127	True	False	False	False	True	0.03623822137950064	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000802	cbb5fa5710ac20a507ab827b3884d645fb6e7e96b2b74701ca0f31811b31954e	true	false	eos	56	True	False	False	False	True	0.10548673587734417	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000803	9db954f822dcdd7fd08e04602947f808ed86ea06056b6f5d0e5ebdf20fd3e128	true	false	eos	90	True	False	False	False	True	0.03596681735319114	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000804	e70d4d539d592ae5e3d7df509f76d95861ad1dfa29eaea7cf12e86ff2094471b	true	false	eos	63	True	False	False	False	True	0.03824224982329119	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000805	e9124dcfea45339cb2550a7e289fa099871976807c58e928f28a4f4fdb4cc941	true	false	eos	170	True	False	False	False	True	0.025987163893166153	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000806	4d5abc1410e81543ddbb5d5fe7061fc277d9e31997c5f07a4ce212d0530f6a64	true	false	eos	76	True	False	False	False	True	0.07440560278473074	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000807	589eab7b5eba693c574ef9cfcfc707893c58fabd8a1d47359c22392eaf285204	false	true	length_cap	180	True	False	True	False	True	0.03289425051851716	0.06381829728796119	False	True	False	[]	True	False	[]	True	generation_cap_warning
vae_candidate_000808	31186d62bcd94827ff25d58944fe676567ac1d36f0f30c2af9bdd8c20291c605	true	false	eos	60	True	False	False	False	True	0.05467444814042002	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000809	feb62120c0b1291b6928e177f6c7c471c1722a380e9e45a953ca0979100bba15	true	false	eos	81	True	False	False	False	True	0.03586362971497245	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000810	e968933db070533933aca0518f9f09e96f623aaa2ec3c7cdea5a35e01ce29361	true	false	eos	128	True	False	False	False	True	0.05240288253074575	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000811	58c64900578fa7ca65807dd4792c4675a101b525cd4afd87037f538dd493b094	true	false	eos	68	True	False	False	False	True	0.032927930756819726	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000812	29ead3ce3bbf1d7c4b17621856ba1f740d9de1d6a3e2a30f92d398040fa91075	true	false	eos	107	True	False	False	False	True	0.023870154123662973	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000813	db6368454604ce7367bb9229d0cd501d658329db51d7c1254ac1c9e98587cec5	false	true	length_cap	180	True	False	True	False	True	0.02197844827516799	0.06381829728796119	False	True	False	[]	True	False	[]	True	generation_cap_warning
vae_candidate_000814	58737a638014c1b791029b5f00dc405ea336292a8ebacfe4cff491f5a6107072	true	false	eos	155	True	False	False	False	True	0.029507452660677867	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000815	ba6934e3a3bd14177ae0a5901fdac74da88db024a8f7102666bdaf90d85daafa	true	false	eos	106	True	False	False	False	True	0.02508777808259199	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000816	f73600d3a8770d4ebeee735a20ba285b4c0ae7e51a7fbe5f596d12a4eef51ee5	true	false	eos	177	True	False	False	False	True	0.03861009835388747	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000817	73c64680c5900bd3060487e6d7d9f14acbe8b81f71bf562dd8dd43b541288341	true	false	eos	98	True	False	False	False	True	0.03081036324224182	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000818	debca2dcd2b74396a3a0f99a719ae2a6dcc6278892e8bcabc20f413c56131852	true	false	eos	94	True	False	False	False	True	0.020413250300833206	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000819	0568569dd5256db53313f3af360b2556fcb9a316a7a4811023fd60561986cd27	true	false	eos	77	True	False	False	False	True	0.015693498486707223	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000820	70c4107ac02fcbcb9b98e93d0f19f4362b64580fceaac6ca400e61992e41d2db	true	false	eos	53	True	False	False	False	True	0.10262651463994157	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000821	99d03dcc246e6616d6c81427c88740cd89e7d5fcfca52091e4746ba770af31bc	true	false	eos	135	True	False	False	False	True	0.09476162094306134	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000822	6e5736981710573ae89b449f994b2a6b5d1b4dc96653785e21d875513be544dc	true	false	eos	113	True	False	False	False	True	0.014895785271507374	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000823	9e833f2ae98a094081693e7cb2d7b29989c2741c7eb88e0fab69db1381123cc5	true	false	eos	59	True	False	False	False	True	0.08094908653627915	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000824	290eb91a97073337aee1735b21ff433577962b2b562b82fbf4deccc9c5f9f636	true	false	eos	63	True	False	False	False	True	0.13088304347575042	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000825	ab5c46408aa2c8da0f00b0ac8e849f7c2ad2304b36d0bc3a02cef254bbf9e457	true	false	eos	122	True	False	False	False	True	0.015065209314495977	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000826	e9cc9740af218e78b0f27e1cf0c5512cd596f08c58281d1e7b11662bea458cdb	true	false	eos	51	True	False	False	False	True	0.09450369492550684	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000827	2d13bf7ec299309a710b814000b2a862df429a8b6a3ba974bdfc08644bbc9ee0	true	false	eos	97	True	False	False	False	True	0.03235402464106894	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000828	03c5a8a7715bfacbc653d4c564fa0d059254ede1dc227a741b9589dc16a4f6f2	true	false	eos	105	True	False	False	False	True	0.024120556933529103	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000829	5aa4f56930f7279954abef2a8833936fd44006d21ec50de1a7403fde8f7ce171	true	false	eos	109	True	False	False	False	True	0.12351015090054987	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000830	afe5b594b7fc0e3d370c0b945d2eb52e0623fe4bfc3e6fcc805a634579eb6c08	true	false	eos	70	True	False	False	False	True	0.026111036469756405	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000831	9361907785efd7a6f8cf71a58ac328e8ed4b452e61306e59acc1f8a9cb3c0949	true	false	eos	59	True	False	False	False	True	0.0949977806131951	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000832	fed19e7c450e209797954aa2779ca2d7c0a70523c8a73bb900c2c37e39391d00	true	false	eos	61	True	False	False	False	True	0.10430605622706388	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000833	a92c102addb607dee230c7f52d4461ec7cd7a82458bc78935c1d990d3698b11a	true	false	eos	163	True	False	False	False	True	0.03234907208257362	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000834	7012fd62d50445d5dadd356c4602853f1710bf5b2f633b3cfc5618b0cac9aef0	true	false	eos	117	True	False	False	False	True	0.017249698263494387	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000835	8fe1e9be69a12471df33802b86e26b5b2ebb9b2f1ccbd1543ffea7d41b2e4134	true	false	eos	87	True	False	False	False	True	0.04864574321299068	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000836	0dd02133076e63021bf34dbcae8f31904576072013a7ad61b05085e8299a3ba6	true	false	eos	90	True	False	False	False	True	0.01482478433046106	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000837	85edf590e9fbdf9ecac7122a4e59aa738fd552cabe14a8b9ab603d7c65c990fa	true	false	eos	108	True	False	False	False	True	0.021405421143782938	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000838	63195babbf6947910d95da0814a1e7ecfc1ce87a7def93a12779cfb51f0fe3b0	true	false	eos	86	True	False	False	False	True	0.02908279625273278	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000839	a97e7312e7a30b9c3c71f5a9441ae5ff5f45db4266bd17ddc37b74256ff9649b	true	false	eos	99	True	False	False	False	True	0.0136930073043742	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000840	0a3ac9ded1dec736dafd54d3f528757b157c5a285a094d769b2a48b91c924e37	true	false	eos	146	True	False	False	False	True	0.02594064022945051	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000841	90fa3d4dfd30e0eaa00831a122993a23ce8b72e8114037f263d9d33001a8e504	true	false	eos	95	True	False	False	False	True	0.014432820330464093	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000842	5fd1a782134e22add85d0ee1b99c40303694a8977a57cede508a03b9d8862809	true	false	eos	112	True	False	False	False	True	0.051605813929493	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000843	b86338297660445cc03d594186178109b41164c822a70363b8f65238a42279f4	true	false	eos	94	True	False	False	False	True	0.01719882819073206	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000844	fcd348111139db43201792b6a164c4a62e8d849c85a5eabff4dd72cb8f1c64dc	true	false	eos	124	True	False	False	False	True	0.02823128985815796	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000845	e8e930f1ca8a542b2c8f59cceabe0f523caf29057f5634059c82238042dc6f26	true	false	eos	127	True	False	False	False	True	0.013166074895572468	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000846	7849dfcc7540a457a27a5a25e6db7288c6cb343415c71faef71f01db0a66978c	true	false	eos	86	True	False	False	False	True	0.020805386880273516	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000847	0a8dba8187fed5d0380d525a72c037a91c55f8ddfe79352e40a674abc0b23d09	true	false	eos	141	True	False	False	False	True	0.029479866145920283	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000848	a8a052f482d11557da816907f783189aa95e8dcb00aef77e08f497a11ca56698	true	false	eos	120	True	False	False	False	True	0.01810475384832205	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000849	50bd325cb916448a3757789beb994c0f535ae8fb61963d195909a339752796b2	true	false	eos	159	True	False	False	False	True	0.02967147745253706	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000850	29c7b6a4bb5da4d6e7072e568df80fc6f07341c8f6476ef02aaa04f2956b1a60	true	false	eos	136	True	False	False	False	True	0.026300884584752243	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000851	003b3bf5714edca9dc273553758f876f064a11ba1112517d842756956fe4c6a5	true	false	eos	101	True	False	False	False	True	0.03176244841663758	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000852	b1f9aa12829c8c643e8a53f4f5e40e880aba94280b5aaff77553061e983912e5	true	false	eos	81	True	False	False	False	True	0.07320323043127372	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000853	5dd73d8ea101649c3b7b057d62831f9d21dfb5d116a20fce4892c9658e8a9b04	true	false	eos	120	True	False	False	False	True	0.07675992734319612	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000854	90916544150818d2b9350341065a36e646514d3bc04c66c249f95263c3a10bcc	true	false	eos	109	True	False	False	False	True	0.010562851261829969	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000855	6d15d1dc68b13254231aeb778158ed0527b20b3db9537fe3c23919183f71de22	false	true	length_cap	180	True	False	True	False	True	0.04009772109149641	0.06381829728796119	False	True	False	[]	True	False	[]	True	generation_cap_warning
vae_candidate_000856	5bf07cc41ce67c19d96ab837b520720dcfd99d73bdadbc6f296ad3ab449256e2	true	false	eos	60	True	False	False	False	True	0.09660791589802925	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000857	08081eb97dd46a6e97d0cd97db2252cd5bbb4cfd370be60bd9b620bbebfbb3aa	true	false	eos	92	True	False	False	False	True	0.015064440891589464	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000858	5cbef6625d62a2739967088e20bad7edf85cbaa8ab6dff0146ba9b1f56273425	true	false	eos	134	True	False	False	False	True	0.02734567869096325	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000859	38e3dc73b473ca7f70876c11457beba2c6f4b79bfd8e9e4013ceed8bc64daf97	true	false	eos	133	True	False	False	False	True	0.026511790183527763	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000860	1f4f1763d3daf9681af62c77d778ed91fa70b73afe8fc9bb3d5761a3400cb8e4	true	false	eos	170	True	False	False	False	True	0.049728779441130244	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000861	e9d9faed55f789b7c311a12e02dc929739b85fe77e27feb11324c1cb354f10eb	true	false	eos	119	True	False	False	False	True	0.03100065686811096	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000862	7df19ccea3d18907896fdeffad2f76bd0c01b54f74ece703ea4f88d1694fb600	true	false	eos	56	True	False	False	False	True	0.03119999917447725	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000863	0733124815550b9feb600d841ff59f782bf229804b3bb5498654bdd9d6733cad	true	false	eos	142	True	False	False	False	True	0.029575116446068625	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000864	cea87c1c0017d1266a785a8596bfaac50f236751230e254d17e5dab3887ac065	true	false	eos	139	True	False	False	False	True	0.03677722012047996	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000865	f9990a44679b09fb58e13b9764642c3702230cdb08f71d16d6e95d98e53f3ec3	true	false	eos	53	True	False	False	False	True	0.05478425164099299	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000866	df7a85c960731293bb3cfc991887b88799573b875d9d10587f0e8b4f5231776b	true	false	eos	108	True	False	False	False	True	0.042387678387123956	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000867	b570c2a498556c0e629a760c896eddb8734915821e62ed85c503b78f6a807717	true	false	eos	72	True	False	False	False	True	0.10585306911961781	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000868	8f9e77af16f74d18d4aed6992b197a8a0f5313262f9cb651a121f3b6a18baa49	true	false	eos	103	True	False	False	False	True	0.026506702747042445	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000869	b3b9cb19dd7c43ffc26dd6375653459a223defd1d9192a8dc5fdec04034a018a	true	false	eos	97	True	False	False	False	True	0.02628856612810851	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000870	c9d76e96e73994ac782c30d80d336088df452c21b49fbaa30a3b223f6120e708	true	false	eos	112	True	False	False	False	True	0.0638059548350299	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000871	f1e0e1aae2d5d7d9e19dc74c2cf4fa508e07d7eb94c2d1343e401d5df8def4bc	true	false	eos	75	True	False	False	False	True	0.044347152664556216	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000872	701b1c0f0ac227aca5b8efa137666efd2d6e6476a4fcc97c1e4a0dcd25de5e29	true	false	eos	71	True	False	False	False	True	0.02826123463732386	0.06381829728796119	False	True	False	[]	True	False	[]	True	
vae_candidate_000873	8750d03da299549c192fc8dcbf673dd1eaf5c161a99b2be519784e133945e2d9	true	false	eos	68	True	False	False	False	True	0.09102168556299306	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning
vae_candidate_000874	aeb8d1ed799994e3e1d5417c2ce205f4eb077843269a57653de853b498ecc85d	true	false	eos	90	True	False	False	False	True	0.030192724947487377	0.06381829728796119	False	True	False	[]	True	False	[]	True	
